,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T21:14:35Z,2021-01-24T13:43:15Z,1,2020-12-29T17:22:35Z,2021-01-04T14:03:59Z
2,2021-01-01T11:13:47Z,2021-01-26T00:16:24Z,2,2020-12-30T06:26:31Z,2021-01-12T19:07:33Z
3,2021-01-01T08:50:15Z,2021-01-03T16:08:01Z,3,2020-12-30T09:53:20Z,2020-12-30T09:53:20Z
4,2021-01-01T18:01:20Z,2021-01-24T13:53:36Z,4,2020-12-30T22:01:53Z,2021-01-08T01:11:33Z
5,2021-01-01T11:30:37Z,2021-01-07T06:31:37Z,5,2020-12-30T05:41:47Z,2021-01-03T21:27:40Z
6,2021-01-01T06:41:48Z,2021-01-13T12:26:58Z,6,2020-12-30T13:15:50Z,2020-12-30T13:15:50Z
7,2021-01-01T08:26:02Z,2021-01-29T16:47:26Z,7,2020-12-30T21:21:25Z,2021-01-16T19:24:35Z
8,2021-01-01T14:19:11Z,2021-01-06T13:57:25Z,8,2020-12-30T20:20:56Z,2020-12-30T20:20:56Z
9,2021-01-01T07:18:12Z,2021-01-17T14:30:52Z,9,2020-12-30T04:43:02Z,2021-01-09T01:37:48Z
10,2021-01-01T09:26:51Z,2021-01-01T21:55:33Z,10,2020-12-28T23:19:33Z,2020-12-28T23:19:33Z
11,2021-01-01T20:53:33Z,2021-01-10T15:53:22Z,11,2021-01-01T16:41:49Z,2021-01-04T05:46:58Z
12,2021-01-01T08:39:25Z,2021-01-16T19:49:07Z,12,2020-12-29T20:29:55Z,2020-12-29T20:29:55Z
13,2021-01-01T08:20:16Z,2021-01-04T18:37:42Z,13,2020-12-30T06:40:02Z,2020-12-31T02:06:24Z
14,2021-01-01T05:01:22Z,2021-01-28T12:54:15Z,14,2020-12-30T03:32:58Z,2021-01-20T09:29:36Z
15,2021-01-01T17:29:13Z,2021-01-05T06:59:05Z,15,2020-12-30T00:24:01Z,2020-12-30T00:24:01Z
16,2021-01-01T05:40:32Z,2021-01-02T22:37:29Z,16,2020-12-30T16:21:09Z,2020-12-30T16:21:09Z
17,2021-01-01T05:22:42Z,2021-01-07T06:33:47Z,17,2020-12-31T00:55:57Z,2020-12-31T00:55:57Z
18,2021-01-01T06:37:24Z,2021-01-02T17:11:14Z,18,2020-12-30T12:21:38Z,2020-12-30T12:21:38Z
19,2021-01-01T17:46:14Z,2021-01-10T19:14:22Z,19,2020-12-31T16:50:53Z,2020-12-31T16:50:53Z
20,2021-01-01T20:40:04Z,2021-01-09T23:53:02Z,20,2021-01-01T01:28:53Z,2021-01-09T23:53:02Z
21,2021-01-01T10:17:44Z,2021-01-20T22:24:37Z,21,2020-12-29T12:31:57Z,2021-01-05T06:41:21Z
22,2021-01-01T16:24:22Z,2021-01-16T12:27:02Z,22,2020-12-28T22:02:21Z,2021-01-05T21:12:50Z
23,2021-01-01T00:21:11Z,2021-01-04T13:20:32Z,23,2020-12-30T20:35:04Z,2020-12-30T20:35:04Z
24,2021-01-01T07:09:18Z,2021-01-20T12:04:32Z,24,2020-12-29T11:14:28Z,2021-01-13T02:56:09Z
25,2021-01-01T07:57:07Z,2021-01-01T14:32:49Z,25,2020-12-29T16:23:11Z,2020-12-29T16:23:11Z
26,2021-01-01T09:14:31Z,2021-01-17T22:09:00Z,26,2020-12-31T19:30:56Z,2020-12-31T19:30:56Z
27,2021-01-01T17:36:02Z,2021-01-24T06:53:48Z,27,2020-12-30T05:20:51Z,2021-01-07T20:15:07Z
28,2021-01-01T05:30:59Z,2021-01-05T13:50:28Z,28,2020-12-30T13:31:26Z,2020-12-30T13:31:26Z
29,2021-01-01T18:46:41Z,2021-01-12T06:59:31Z,29,2020-12-31T01:14:29Z,2020-12-31T01:14:29Z
30,2021-01-01T06:25:22Z,2021-01-05T16:22:57Z,30,2020-12-29T08:01:16Z,2020-12-31T01:10:15Z
31,2021-01-01T15:41:54Z,2021-01-05T18:54:28Z,31,2020-12-31T06:34:44Z,2021-01-01T16:05:01Z
32,2021-01-02T18:05:21Z,2021-01-04T17:53:31Z,32,2020-12-30T04:04:22Z,2021-01-02T11:20:15Z
33,2021-01-03T16:51:45Z,2021-01-26T22:29:13Z,33,2021-01-01T11:03:02Z,2021-01-16T01:47:52Z
34,2021-01-03T18:52:17Z,2021-01-05T12:02:28Z,34,2021-01-01T11:42:39Z,2021-01-01T11:42:39Z
35,2021-01-03T17:18:56Z,2021-01-06T16:00:15Z,35,2021-01-01T16:12:30Z,2021-01-01T16:12:30Z
36,2021-01-03T10:10:57Z,2021-01-13T13:16:17Z,36,2021-01-02T17:03:23Z,2021-01-09T12:52:34Z
37,2021-01-03T20:57:45Z,2021-01-15T20:52:15Z,37,2020-12-31T08:07:20Z,2021-01-03T02:43:03Z
38,2021-01-03T15:32:58Z,2021-01-07T23:11:02Z,38,2020-12-31T19:11:05Z,2020-12-31T19:11:05Z
39,2021-01-03T16:26:19Z,2021-01-18T12:32:43Z,39,2021-01-01T08:19:28Z,2021-01-07T14:49:06Z
40,2021-01-03T10:53:34Z,2021-01-21T16:25:17Z,40,2021-01-01T12:12:01Z,2021-01-01T12:12:01Z
41,2021-01-03T07:12:57Z,2021-02-02T13:50:12Z,41,2020-12-31T15:38:18Z,2021-01-17T03:35:28Z
42,2021-01-03T19:49:43Z,2021-01-06T17:09:22Z,42,2021-01-03T08:51:26Z,2021-01-03T11:17:29Z
43,2021-01-03T16:34:19Z,2021-01-08T23:34:11Z,43,2020-12-31T16:11:41Z,2020-12-31T16:11:41Z
44,2021-01-03T10:26:35Z,2021-01-12T07:25:48Z,44,2020-12-31T14:12:09Z,2020-12-31T14:12:09Z
45,2021-01-03T18:38:09Z,2021-01-15T12:17:45Z,45,2021-01-02T10:44:27Z,2021-01-03T13:46:40Z
46,2021-01-03T18:19:18Z,2021-01-29T17:58:24Z,46,2021-01-03T18:19:18Z,2021-01-18T15:41:47Z
47,2021-01-05T00:21:35Z,2021-01-19T06:16:07Z,47,2021-01-01T12:55:53Z,2021-01-02T17:13:18Z
48,2021-01-05T17:48:40Z,2021-01-07T14:44:11Z,48,2021-01-04T04:52:12Z,2021-01-04T04:52:12Z
49,2021-01-05T17:22:30Z,2021-01-28T11:21:01Z,49,2021-01-02T22:04:55Z,2021-01-18T04:20:49Z
50,2021-01-05T11:54:48Z,2021-01-09T14:17:03Z,50,2021-01-05T11:54:48Z,2021-01-05T11:54:48Z
51,2021-01-05T09:03:22Z,2021-02-03T13:55:37Z,51,2021-01-01T04:10:30Z,2021-01-20T08:15:31Z
52,2021-01-05T13:37:06Z,2021-01-18T07:34:33Z,52,2021-01-03T16:16:49Z,2021-01-11T09:15:02Z
53,2021-01-05T05:12:08Z,2021-01-12T13:05:57Z,53,2021-01-02T16:17:48Z,2021-01-02T16:17:48Z
54,2021-01-05T04:52:49Z,2021-01-11T16:23:33Z,54,2021-01-03T16:05:58Z,2021-01-03T16:05:58Z
55,2021-01-05T08:17:24Z,2021-01-23T16:16:51Z,55,2021-01-01T19:55:51Z,2021-01-20T05:06:45Z
56,2021-01-05T17:54:00Z,2021-01-09T23:57:32Z,56,2021-01-03T14:43:36Z,2021-01-03T14:43:36Z
57,2021-01-05T18:48:30Z,2021-01-26T12:21:27Z,57,2021-01-03T11:14:32Z,2021-01-10T08:50:56Z
58,2021-01-05T14:40:42Z,2021-01-11T14:43:37Z,58,2021-01-02T21:50:22Z,2021-01-02T21:50:22Z
59,2021-01-05T10:35:18Z,2021-01-05T22:18:12Z,59,2021-01-03T17:21:23Z,2021-01-03T17:21:23Z
60,2021-01-05T06:56:33Z,2021-01-10T11:32:18Z,60,2021-01-03T14:11:58Z,2021-01-03T14:11:58Z
61,2021-01-05T09:26:47Z,2021-01-19T12:14:55Z,61,2021-01-01T17:52:03Z,2021-01-10T22:31:38Z
62,2021-01-05T13:34:06Z,2021-01-19T09:16:02Z,62,2021-01-03T15:13:04Z,2021-01-07T04:15:41Z
63,2021-01-05T10:10:58Z,2021-01-19T06:04:53Z,63,2021-01-04T06:33:18Z,2021-01-09T13:14:10Z
64,2021-01-06T05:11:02Z,2021-01-08T12:37:47Z,64,2021-01-04T01:27:04Z,2021-01-04T01:27:04Z
65,2021-01-06T07:32:27Z,2021-01-11T08:28:04Z,65,2021-01-05T00:43:34Z,2021-01-05T00:43:34Z
66,2021-01-06T19:59:27Z,2021-01-13T23:37:21Z,66,2021-01-04T04:55:03Z,2021-01-04T04:55:03Z
67,2021-01-06T15:19:47Z,2021-01-25T22:00:11Z,67,2021-01-04T15:21:55Z,2021-01-18T15:00:04Z
68,2021-01-06T17:56:49Z,2021-02-02T17:43:48Z,68,2021-01-04T11:30:21Z,2021-01-22T05:34:22Z
69,2021-01-06T13:38:35Z,2021-01-16T21:04:43Z,69,2021-01-05T14:41:09Z,2021-01-05T23:49:53Z
70,2021-01-06T17:51:21Z,2021-01-12T05:17:22Z,70,2021-01-05T08:32:46Z,2021-01-05T08:32:46Z
71,2021-01-06T14:11:43Z,2021-01-22T15:53:32Z,71,2021-01-02T16:47:05Z,2021-01-05T17:52:22Z
72,2021-01-06T05:39:06Z,2021-01-09T21:45:05Z,72,2021-01-06T05:39:06Z,2021-01-06T05:39:06Z
73,2021-01-06T07:26:03Z,2021-01-10T23:49:30Z,73,2021-01-04T10:40:17Z,2021-01-04T10:40:17Z
74,2021-01-06T17:20:51Z,2021-01-19T05:39:29Z,74,2021-01-05T02:50:09Z,2021-01-05T02:50:09Z
75,2021-01-06T05:38:59Z,2021-01-11T22:12:42Z,75,2021-01-04T18:06:30Z,2021-01-04T18:06:30Z
