,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T08:09:00Z,2021-01-06T22:48:37Z,1,2020-12-31T08:25:38Z,2020-12-31T08:25:38Z
2,2021-01-01T09:15:28Z,2021-01-01T15:58:43Z,2,2021-01-01T09:15:28Z,2021-01-01T09:15:28Z
3,2021-01-01T11:36:22Z,2021-01-21T12:19:06Z,3,2020-12-30T20:57:56Z,2021-01-06T12:49:42Z
4,2021-01-01T23:51:51Z,2021-01-10T13:23:51Z,4,2020-12-29T10:27:15Z,2020-12-29T10:27:15Z
5,2021-01-01T06:06:01Z,2021-01-23T12:16:32Z,5,2020-12-30T04:08:06Z,2020-12-30T06:10:06Z
6,2021-01-01T07:16:15Z,2021-01-13T17:38:41Z,6,2020-12-31T11:43:47Z,2021-01-04T00:58:52Z
7,2021-01-01T15:04:20Z,2021-01-12T14:20:36Z,7,2020-12-30T18:20:39Z,2020-12-30T18:20:39Z
8,2021-01-01T19:27:26Z,2021-01-05T13:41:40Z,8,2021-01-01T19:27:26Z,2021-01-01T19:27:26Z
9,2021-01-01T09:49:41Z,2021-01-19T21:07:31Z,9,2020-12-31T06:42:49Z,2021-01-05T14:10:15Z
10,2021-01-01T18:07:03Z,2021-01-13T11:38:33Z,10,2021-01-01T18:07:03Z,2021-01-01T18:07:03Z
11,2021-01-01T07:49:30Z,2021-01-07T22:29:30Z,11,2020-12-29T21:54:22Z,2020-12-29T21:54:22Z
12,2021-01-01T17:19:18Z,2021-01-20T18:57:01Z,12,2020-12-30T18:17:18Z,2021-01-08T02:29:22Z
13,2021-01-01T14:10:34Z,2021-01-13T22:39:53Z,13,2020-12-30T16:27:41Z,2021-01-08T11:10:03Z
14,2021-01-01T18:44:07Z,2021-01-16T16:53:29Z,14,2020-12-29T23:30:17Z,2021-01-03T12:03:24Z
15,2021-01-01T17:12:39Z,2021-01-31T13:04:40Z,15,2020-12-29T08:27:17Z,2021-01-17T16:40:50Z
16,2021-01-01T09:09:27Z,2021-01-10T22:51:06Z,16,2020-12-30T11:59:18Z,2021-01-02T16:57:16Z
17,2021-01-01T07:27:03Z,2021-01-22T14:10:16Z,17,2020-12-29T23:59:55Z,2021-01-02T21:53:15Z
18,2021-01-01T21:24:18Z,2021-01-08T13:12:20Z,18,2020-12-31T00:36:39Z,2020-12-31T00:36:39Z
19,2021-01-01T14:45:37Z,2021-01-17T12:06:20Z,19,2020-12-28T22:45:18Z,2020-12-30T12:51:11Z
20,2021-01-01T18:59:42Z,2021-01-10T16:56:57Z,20,2021-01-01T18:59:42Z,2021-01-01T18:59:42Z
21,2021-01-01T16:27:02Z,2021-01-16T07:06:55Z,21,2020-12-30T09:14:07Z,2020-12-30T09:14:07Z
