,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T12:10:55Z,2021-01-13T05:13:27Z,1,2021-01-01T08:44:30Z,2021-01-01T19:04:32Z
2,2021-01-01T18:48:08Z,2021-01-05T09:04:05Z,2,2020-12-31T21:00:53Z,2020-12-31T21:00:53Z
3,2021-01-01T14:32:39Z,2021-01-29T22:48:28Z,3,2020-12-30T10:56:58Z,2021-01-29T16:58:44Z
4,2021-01-01T09:18:57Z,2021-01-19T13:30:14Z,4,2020-12-30T00:06:14Z,2021-01-06T02:42:53Z
5,2021-01-01T07:53:46Z,2021-01-27T16:29:47Z,5,2020-12-30T12:02:40Z,2021-01-16T05:16:55Z
6,2021-01-01T09:09:22Z,2021-01-22T18:26:07Z,6,2020-12-31T07:59:29Z,2021-01-12T03:34:53Z
7,2021-01-01T22:33:01Z,2021-01-16T21:33:42Z,7,2020-12-31T19:05:07Z,2020-12-31T19:05:07Z
8,2021-01-01T16:16:04Z,2021-01-09T13:51:44Z,8,2020-12-28T18:42:31Z,2021-01-03T01:19:25Z
9,2021-01-01T15:56:44Z,2021-01-03T12:10:12Z,9,2020-12-31T01:30:39Z,2020-12-31T01:30:39Z
10,2021-01-01T05:00:14Z,2021-02-01T05:38:07Z,10,2021-01-01T05:00:14Z,2021-01-21T01:36:45Z
11,2021-01-01T07:41:58Z,2021-01-09T21:00:58Z,11,2020-12-30T00:16:34Z,2021-01-08T07:36:15Z
12,2021-01-01T08:41:27Z,2021-01-17T22:06:23Z,12,2021-01-01T08:41:27Z,2021-01-16T13:01:35Z
13,2021-01-01T19:23:51Z,2021-01-04T22:20:51Z,13,2020-12-28T22:29:07Z,2020-12-28T22:29:07Z
14,2021-01-01T08:13:48Z,2021-01-12T13:54:17Z,14,2020-12-28T09:47:15Z,2020-12-28T09:47:15Z
15,2021-01-01T06:29:41Z,2021-01-05T12:30:02Z,15,2020-12-29T17:40:35Z,2020-12-29T17:40:35Z
16,2021-01-01T17:29:24Z,2021-01-21T14:24:33Z,16,2020-12-29T08:15:11Z,2021-01-11T05:13:37Z
17,2021-01-01T13:36:19Z,2021-01-21T15:15:08Z,17,2020-12-29T22:02:29Z,2021-01-13T00:16:04Z
18,2021-01-01T09:43:49Z,2021-01-06T13:18:49Z,18,2020-12-30T18:45:06Z,2020-12-31T09:27:04Z
19,2021-01-01T21:54:10Z,2021-01-10T04:16:18Z,19,2020-12-29T06:18:35Z,2020-12-29T23:08:38Z
20,2021-01-01T18:20:17Z,2021-01-22T21:26:06Z,20,2021-01-01T08:43:54Z,2021-01-16T20:13:31Z
21,2021-01-02T08:28:46Z,2021-01-18T09:30:06Z,21,2020-12-31T15:07:13Z,2021-01-12T04:17:38Z
22,2021-01-02T18:02:29Z,2021-01-09T06:41:08Z,22,2020-12-31T22:24:57Z,2020-12-31T22:24:57Z
23,2021-01-02T17:02:13Z,2021-01-16T20:30:04Z,23,2021-01-01T03:05:41Z,2021-01-07T10:22:08Z
24,2021-01-02T10:09:07Z,2021-01-11T12:13:55Z,24,2020-12-31T08:39:17Z,2020-12-31T08:39:17Z
25,2021-01-02T07:46:52Z,2021-01-06T20:42:47Z,25,2020-12-31T08:24:27Z,2021-01-03T15:08:39Z
26,2021-01-02T16:58:10Z,2021-01-23T13:09:31Z,26,2020-12-31T15:23:47Z,2021-01-01T15:06:28Z
27,2021-01-02T07:54:42Z,2021-01-26T16:20:09Z,27,2020-12-31T15:55:16Z,2021-01-23T18:52:04Z
28,2021-01-02T19:25:47Z,2021-01-13T15:16:09Z,28,2020-12-31T23:47:06Z,2020-12-31T23:47:06Z
29,2021-01-02T07:37:06Z,2021-01-09T21:14:33Z,29,2020-12-30T12:34:08Z,2020-12-30T12:34:08Z
30,2021-01-02T05:10:10Z,2021-01-09T06:53:53Z,30,2020-12-30T06:32:41Z,2021-01-03T20:08:23Z
31,2021-01-02T17:18:16Z,2021-01-27T06:03:17Z,31,2021-01-02T05:00:49Z,2021-01-08T04:29:18Z
32,2021-01-02T15:29:05Z,2021-01-13T20:09:51Z,32,2020-12-31T21:56:29Z,2021-01-05T23:37:57Z
33,2021-01-02T08:49:27Z,2021-01-12T12:39:46Z,33,2020-12-29T13:36:53Z,2021-01-03T01:09:07Z
34,2021-01-02T05:53:18Z,2021-01-15T05:00:07Z,34,2021-01-01T03:11:29Z,2021-01-01T03:11:29Z
35,2021-01-02T07:07:28Z,2021-01-21T05:31:49Z,35,2020-12-30T19:44:24Z,2021-01-13T09:33:29Z
36,2021-01-02T15:10:49Z,2021-01-14T21:56:03Z,36,2020-12-31T16:39:31Z,2021-01-09T10:52:58Z
37,2021-01-02T07:33:35Z,2021-01-29T13:48:50Z,37,2020-12-31T21:44:12Z,2021-01-23T07:52:07Z
38,2021-01-02T06:57:52Z,2021-01-10T06:18:29Z,38,2021-01-01T02:30:29Z,2021-01-01T02:30:29Z
39,2021-01-02T08:57:14Z,2021-01-15T06:08:21Z,39,2020-12-31T07:02:14Z,2021-01-07T12:36:48Z
40,2021-01-02T08:14:35Z,2021-01-09T07:35:25Z,40,2020-12-31T16:30:46Z,2020-12-31T16:30:46Z
41,2021-01-02T20:42:41Z,2021-01-04T12:39:39Z,41,2020-12-31T22:21:45Z,2020-12-31T22:21:45Z
42,2021-01-02T05:44:14Z,2021-01-15T13:28:56Z,42,2021-01-02T05:44:14Z,2021-01-02T05:44:14Z
43,2021-01-02T09:50:28Z,2021-01-20T20:45:40Z,43,2020-12-31T13:50:10Z,2021-01-11T08:45:21Z
44,2021-01-02T18:29:18Z,2021-01-08T14:47:56Z,44,2021-01-01T08:45:35Z,2021-01-01T20:44:27Z
45,2021-01-02T16:04:49Z,2021-01-12T13:23:18Z,45,2020-12-29T14:28:39Z,2020-12-29T14:28:39Z
