,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T10:34:58Z,2021-02-01T13:06:50Z,1,2020-12-31T09:21:56Z,2021-02-01T13:06:50Z
2,2021-01-01T16:41:21Z,2021-02-01T07:35:10Z,2,2020-12-30T17:14:22Z,2021-01-20T03:50:47Z
3,2021-01-01T09:21:34Z,2021-01-09T12:49:05Z,3,2020-12-30T15:08:48Z,2020-12-30T15:08:48Z
4,2021-01-01T05:09:29Z,2021-01-17T05:14:11Z,4,2020-12-31T05:21:16Z,2021-01-09T04:55:09Z
5,2021-01-01T07:55:52Z,2021-01-09T12:33:40Z,5,2020-12-29T17:03:09Z,2020-12-29T17:03:09Z
6,2021-01-01T07:07:18Z,2021-01-28T10:41:34Z,6,2020-12-30T00:18:20Z,2021-01-18T07:04:55Z
7,2021-01-01T08:48:44Z,2021-01-15T05:59:37Z,7,2020-12-30T12:51:02Z,2021-01-04T00:22:19Z
8,2021-01-01T07:46:49Z,2021-01-11T05:17:01Z,8,2020-12-30T03:15:35Z,2021-01-02T11:06:48Z
9,2021-01-01T21:12:19Z,2021-01-05T16:17:56Z,9,2021-01-01T03:00:37Z,2021-01-01T03:00:37Z
10,2021-01-01T18:56:45Z,2021-01-22T13:29:04Z,10,2021-01-01T02:13:41Z,2021-01-12T12:48:24Z
11,2021-01-01T17:20:42Z,2021-01-21T08:42:21Z,11,2020-12-31T00:29:56Z,2021-01-15T01:39:40Z
12,2021-01-01T17:28:14Z,2021-01-19T13:30:43Z,12,2020-12-30T17:10:49Z,2021-01-16T09:58:01Z
13,2021-01-01T16:53:22Z,2021-01-05T05:02:56Z,13,2020-12-30T10:37:43Z,2021-01-03T03:59:34Z
14,2021-01-01T23:01:18Z,2021-01-07T21:58:52Z,14,2020-12-30T12:09:51Z,2020-12-30T12:09:51Z
15,2021-01-01T11:19:18Z,2021-01-19T07:45:44Z,15,2020-12-30T05:48:24Z,2021-01-06T07:41:28Z
16,2021-01-01T09:16:06Z,2021-01-20T06:34:57Z,16,2020-12-28T17:53:06Z,2021-01-07T07:38:59Z
17,2021-01-01T07:06:31Z,2021-01-25T18:31:44Z,17,2020-12-29T14:14:28Z,2021-01-12T14:44:00Z
18,2021-01-01T05:29:00Z,2021-01-23T07:08:48Z,18,2020-12-31T01:29:09Z,2021-01-02T21:48:55Z
19,2021-01-02T15:10:29Z,2021-01-07T06:10:13Z,19,2021-01-02T04:15:12Z,2021-01-02T04:15:12Z
20,2021-01-02T05:10:13Z,2021-01-07T12:08:20Z,20,2021-01-02T01:22:32Z,2021-01-02T01:22:32Z
21,2021-01-02T17:55:03Z,2021-01-16T14:32:09Z,21,2020-12-30T12:32:53Z,2021-01-08T23:28:33Z
22,2021-01-02T07:27:10Z,2021-01-11T12:59:16Z,22,2020-12-30T22:06:33Z,2020-12-31T11:59:32Z
23,2021-01-02T13:11:42Z,2021-01-08T21:40:20Z,23,2020-12-31T00:19:01Z,2020-12-31T00:19:01Z
24,2021-01-02T06:18:24Z,2021-01-21T13:09:17Z,24,2020-12-29T18:28:14Z,2021-01-03T07:27:32Z
25,2021-01-02T16:48:06Z,2021-01-19T09:08:52Z,25,2020-12-31T23:15:46Z,2021-01-12T13:32:46Z
26,2021-01-02T04:27:17Z,2021-01-08T06:49:00Z,26,2020-12-30T08:20:58Z,2020-12-30T08:20:58Z
27,2021-01-02T18:51:38Z,2021-01-10T13:47:55Z,27,2021-01-01T10:48:18Z,2021-01-01T10:48:18Z
28,2021-01-02T18:57:21Z,2021-01-14T22:07:04Z,28,2021-01-02T03:53:01Z,2021-01-10T17:34:52Z
29,2021-01-02T06:36:42Z,2021-01-20T14:21:57Z,29,2020-12-30T00:47:28Z,2021-01-03T14:26:49Z
30,2021-01-02T18:28:40Z,2021-01-25T21:38:27Z,30,2021-01-02T18:28:40Z,2021-01-25T21:38:27Z
31,2021-01-02T19:31:03Z,2021-01-19T22:20:53Z,31,2021-01-01T21:16:01Z,2021-01-12T02:34:51Z
32,2021-01-02T04:44:38Z,2021-01-18T15:35:28Z,32,2020-12-31T09:27:03Z,2021-01-13T13:29:21Z
33,2021-01-02T05:35:41Z,2021-01-17T12:29:08Z,33,2021-01-01T18:50:21Z,2021-01-10T04:08:20Z
34,2021-01-02T05:09:30Z,2021-01-03T14:55:41Z,34,2020-12-31T17:21:06Z,2020-12-31T17:21:06Z
35,2021-01-02T05:09:02Z,2021-01-13T22:29:10Z,35,2020-12-31T00:23:26Z,2020-12-31T00:23:26Z
36,2021-01-02T18:13:11Z,2021-01-17T05:55:31Z,36,2021-01-01T19:19:22Z,2021-01-06T20:25:23Z
37,2021-01-02T07:10:45Z,2021-01-16T13:48:55Z,37,2021-01-01T10:43:58Z,2021-01-06T15:33:13Z
38,2021-01-02T15:42:57Z,2021-01-28T06:21:30Z,38,2021-01-01T22:14:59Z,2021-01-24T02:32:11Z
39,2021-01-02T11:23:30Z,2021-01-25T07:19:38Z,39,2020-12-30T21:19:05Z,2021-01-06T21:50:47Z
40,2021-01-02T09:14:54Z,2021-01-14T05:11:15Z,40,2020-12-31T06:26:16Z,2020-12-31T06:26:16Z
