,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T06:07:56Z,2021-01-24T16:22:53Z,1,2020-12-29T04:01:13Z,2021-01-15T13:45:34Z
2,2021-01-01T07:14:48Z,2021-01-11T18:45:51Z,2,2020-12-30T14:49:16Z,2020-12-30T14:49:16Z
3,2021-01-01T20:32:44Z,2021-01-23T21:44:49Z,3,2021-01-01T13:42:48Z,2021-01-12T01:55:45Z
4,2021-01-01T16:09:28Z,2021-01-05T13:56:41Z,4,2020-12-30T16:35:10Z,2020-12-30T16:35:10Z
5,2021-01-01T05:54:59Z,2021-01-05T14:46:54Z,5,2020-12-31T18:45:51Z,2020-12-31T18:45:51Z
6,2021-01-02T18:51:35Z,2021-01-07T12:31:54Z,6,2020-12-31T06:33:20Z,2021-01-06T17:55:08Z
7,2021-01-02T05:13:19Z,2021-01-20T06:17:06Z,7,2021-01-01T11:18:47Z,2021-01-11T22:41:14Z
8,2021-01-02T09:27:52Z,2021-01-21T14:07:26Z,8,2021-01-02T05:25:51Z,2021-01-02T15:59:15Z
9,2021-01-02T10:05:03Z,2021-01-11T12:10:01Z,9,2020-12-30T02:11:46Z,2021-01-05T22:17:10Z
10,2021-01-02T07:55:56Z,2021-01-11T05:31:38Z,10,2020-12-31T00:46:15Z,2021-01-04T15:32:47Z
11,2021-01-02T18:53:31Z,2021-01-07T04:41:19Z,11,2020-12-30T08:24:38Z,2020-12-30T08:24:38Z
12,2021-01-02T07:23:33Z,2021-01-06T06:50:06Z,12,2021-01-01T18:56:25Z,2021-01-01T18:56:25Z
13,2021-01-02T06:45:46Z,2021-01-02T13:15:44Z,13,2020-12-31T14:03:16Z,2021-01-02T13:15:44Z
14,2021-01-02T08:21:56Z,2021-01-10T07:21:10Z,14,2020-12-30T05:20:37Z,2021-01-03T05:33:39Z
15,2021-01-02T13:52:18Z,2021-01-22T15:53:18Z,15,2020-12-31T14:35:19Z,2021-01-22T15:53:18Z
16,2021-01-02T17:53:40Z,2021-01-15T11:31:51Z,16,2020-12-31T19:11:01Z,2021-01-13T14:16:40Z
17,2021-01-02T07:11:14Z,2021-01-09T14:52:40Z,17,2020-12-31T02:25:52Z,2020-12-31T02:25:52Z
18,2021-01-02T09:54:57Z,2021-01-27T23:15:22Z,18,2020-12-30T09:13:47Z,2021-01-13T05:56:56Z
19,2021-01-02T08:55:10Z,2021-01-04T14:21:42Z,19,2021-01-01T04:38:46Z,2021-01-01T04:38:46Z
