,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T05:35:29Z,2021-01-14T15:29:53Z,1,2020-12-27T22:26:12Z,2021-01-03T00:29:57Z
2,2021-01-01T14:06:09Z,2021-01-13T17:21:31Z,2,2020-12-30T12:23:30Z,2021-01-06T16:00:21Z
3,2021-01-01T17:47:45Z,2021-01-07T21:30:15Z,3,2020-12-29T09:49:07Z,2020-12-30T13:18:55Z
4,2021-01-01T09:15:38Z,2021-01-18T04:29:33Z,4,2020-12-31T11:07:08Z,2020-12-31T11:07:08Z
5,2021-01-01T07:48:56Z,2021-01-26T13:15:27Z,5,2020-12-30T14:48:16Z,2021-01-17T18:46:01Z
6,2021-01-01T18:45:00Z,2021-01-09T08:08:03Z,6,2020-12-29T23:07:06Z,2020-12-29T23:07:06Z
7,2021-01-01T15:34:04Z,2021-01-20T14:57:36Z,7,2020-12-30T17:39:46Z,2020-12-31T15:48:37Z
8,2021-01-01T05:56:34Z,2021-01-08T21:11:54Z,8,2020-12-30T08:42:05Z,2021-01-03T13:48:47Z
9,2021-01-01T23:54:49Z,2021-01-13T22:43:11Z,9,2020-12-31T17:42:51Z,2020-12-31T17:42:51Z
10,2021-01-01T16:52:57Z,2021-01-02T10:38:47Z,10,2020-12-30T13:41:10Z,2020-12-30T13:41:10Z
11,2021-01-01T18:20:12Z,2021-01-05T13:00:12Z,11,2020-12-31T13:57:16Z,2020-12-31T13:57:16Z
12,2021-01-01T19:00:49Z,2021-01-19T06:27:26Z,12,2020-12-29T13:33:39Z,2021-01-09T04:35:13Z
13,2021-01-01T07:22:53Z,2021-01-01T19:18:56Z,13,2020-12-30T06:19:26Z,2020-12-30T06:19:26Z
14,2021-01-01T07:07:20Z,2021-01-14T13:15:54Z,14,2020-12-28T18:16:44Z,2020-12-31T14:14:18Z
15,2021-01-01T20:54:19Z,2021-01-06T14:16:36Z,15,2020-12-30T12:34:00Z,2020-12-30T12:34:00Z
16,2021-01-01T14:43:30Z,2021-01-16T22:47:27Z,16,2020-12-29T21:12:31Z,2021-01-05T16:25:46Z
17,2021-01-01T10:10:21Z,2021-01-28T12:14:08Z,17,2020-12-29T06:57:35Z,2021-01-15T05:22:40Z
18,2021-01-01T20:17:51Z,2021-01-13T15:19:58Z,18,2020-12-30T13:46:45Z,2020-12-30T13:46:45Z
19,2021-01-01T18:24:07Z,2021-01-04T08:04:19Z,19,2020-12-31T04:39:45Z,2020-12-31T04:39:45Z
20,2021-01-01T09:03:41Z,2021-01-24T13:28:38Z,20,2020-12-30T16:50:58Z,2021-01-15T12:23:31Z
21,2021-01-01T18:02:58Z,2021-01-16T19:03:49Z,21,2020-12-30T23:05:33Z,2021-01-08T16:36:54Z
22,2021-01-01T17:00:27Z,2021-01-05T06:14:36Z,22,2020-12-30T09:26:26Z,2020-12-30T09:26:26Z
23,2021-01-02T04:12:37Z,2021-01-14T21:56:45Z,23,2021-01-01T00:50:11Z,2021-01-14T21:56:45Z
24,2021-01-02T07:02:34Z,2021-01-11T16:34:34Z,24,2021-01-01T06:44:49Z,2021-01-01T06:44:49Z
25,2021-01-03T09:34:31Z,2021-01-13T05:23:49Z,25,2021-01-02T19:44:44Z,2021-01-05T15:48:41Z
26,2021-01-03T07:39:02Z,2021-01-22T04:27:51Z,26,2021-01-03T00:28:26Z,2021-01-05T05:02:52Z
27,2021-01-03T17:57:12Z,2021-01-11T15:10:07Z,27,2021-01-03T02:10:20Z,2021-01-03T02:10:20Z
28,2021-01-03T07:05:55Z,2021-01-10T13:36:01Z,28,2020-12-31T18:24:13Z,2020-12-31T18:24:13Z
29,2021-01-03T10:03:27Z,2021-01-04T16:29:16Z,29,2020-12-31T10:12:18Z,2020-12-31T10:12:18Z
30,2021-01-03T14:14:20Z,2021-01-12T00:12:30Z,30,2021-01-01T08:17:11Z,2021-01-12T00:12:30Z
31,2021-01-03T16:23:45Z,2021-01-12T12:30:44Z,31,2021-01-01T18:05:31Z,2021-01-01T18:05:31Z
32,2021-01-03T18:58:03Z,2021-01-09T14:16:42Z,32,2021-01-02T00:03:20Z,2021-01-02T15:05:37Z
33,2021-01-03T08:25:07Z,2021-01-11T19:46:34Z,33,2021-01-01T16:53:15Z,2021-01-06T07:37:10Z
34,2021-01-03T05:17:41Z,2021-01-08T17:13:49Z,34,2021-01-02T13:30:39Z,2021-01-02T13:30:39Z
35,2021-01-03T20:34:56Z,2021-01-19T16:37:03Z,35,2021-01-01T18:53:49Z,2021-01-02T13:02:41Z
