,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T11:15:34Z,2021-01-23T17:45:27Z,1,2020-12-30T21:02:10Z,2020-12-30T21:02:10Z
2,2021-01-01T10:34:01Z,2021-01-08T13:18:53Z,2,2020-12-29T14:09:23Z,2021-01-08T13:18:53Z
3,2021-01-01T06:05:59Z,2021-01-03T20:23:18Z,3,2020-12-27T10:28:01Z,2020-12-27T10:28:01Z
4,2021-01-01T10:37:55Z,2021-01-19T07:30:05Z,4,2020-12-30T11:22:59Z,2020-12-30T11:22:59Z
5,2021-01-01T18:32:46Z,2021-01-27T21:38:49Z,5,2020-12-29T16:48:09Z,2021-01-18T00:26:59Z
6,2021-01-01T16:22:22Z,2021-01-07T10:26:10Z,6,2020-12-31T02:00:13Z,2020-12-31T02:00:13Z
7,2021-01-01T18:06:09Z,2021-01-04T15:35:36Z,7,2020-12-29T02:02:50Z,2020-12-29T02:02:50Z
8,2021-01-01T18:31:34Z,2021-01-31T16:54:35Z,8,2020-12-31T04:36:20Z,2021-01-27T18:13:45Z
9,2021-01-01T07:16:15Z,2021-01-18T14:03:46Z,9,2021-01-01T07:16:15Z,2021-01-04T19:39:22Z
10,2021-01-01T23:49:19Z,2021-01-19T15:11:57Z,10,2020-12-29T16:35:10Z,2021-01-02T02:44:32Z
11,2021-01-01T16:57:39Z,2021-01-20T22:45:34Z,11,2020-12-31T21:55:13Z,2021-01-19T10:14:53Z
12,2021-01-01T08:42:55Z,2021-01-10T16:30:43Z,12,2021-01-01T01:58:49Z,2021-01-01T01:58:49Z
13,2021-01-01T05:43:22Z,2021-01-29T13:39:51Z,13,2020-12-29T15:09:46Z,2021-01-15T17:05:51Z
14,2021-01-01T18:02:49Z,2021-01-14T12:19:54Z,14,2020-12-30T02:04:12Z,2020-12-30T02:04:12Z
15,2021-01-01T07:24:53Z,2021-01-11T21:15:09Z,15,2020-12-30T10:19:49Z,2021-01-11T12:46:44Z
16,2021-01-01T16:40:58Z,2021-01-05T15:37:25Z,16,2020-12-30T14:29:38Z,2020-12-30T14:29:38Z
17,2021-01-01T05:21:46Z,2021-01-09T22:26:00Z,17,2020-12-29T18:27:55Z,2021-01-01T10:06:35Z
18,2021-01-01T15:37:49Z,2021-01-30T07:15:00Z,18,2020-12-31T02:52:10Z,2021-01-05T08:22:46Z
19,2021-01-01T07:55:55Z,2021-01-14T08:31:16Z,19,2020-12-29T14:07:32Z,2021-01-11T14:54:03Z
20,2021-01-01T07:19:55Z,2021-01-15T14:16:31Z,20,2020-12-29T23:16:53Z,2021-01-12T14:34:12Z
21,2021-01-01T10:28:56Z,2021-01-09T22:45:21Z,21,2020-12-30T12:17:40Z,2020-12-30T12:17:40Z
22,2021-01-01T09:57:50Z,2021-01-14T14:17:25Z,22,2020-12-29T11:56:29Z,2020-12-29T11:56:29Z
23,2021-01-01T17:13:37Z,2021-01-23T12:14:43Z,23,2020-12-30T17:01:44Z,2021-01-03T02:53:59Z
