,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T09:48:22Z,2021-01-11T21:18:07Z,1,2020-12-30T07:36:20Z,2020-12-31T03:33:01Z
2,2021-01-01T10:31:06Z,2021-01-11T07:59:33Z,2,2020-12-31T10:15:41Z,2020-12-31T10:15:41Z
3,2021-01-01T07:27:59Z,2021-01-23T14:13:52Z,3,2020-12-29T12:53:17Z,2021-01-20T11:00:12Z
4,2021-01-01T16:07:05Z,2021-01-23T05:18:14Z,4,2020-12-31T14:41:15Z,2021-01-21T03:01:23Z
5,2021-01-01T06:14:11Z,2021-01-22T21:58:57Z,5,2020-12-29T14:33:03Z,2021-01-22T05:01:17Z
6,2021-01-01T18:24:34Z,2021-01-13T22:31:10Z,6,2020-12-30T13:23:13Z,2020-12-30T13:23:13Z
7,2021-01-01T04:02:15Z,2021-01-19T20:06:56Z,7,2020-12-30T07:48:18Z,2021-01-07T05:16:36Z
8,2021-01-01T09:19:28Z,2021-01-14T07:04:44Z,8,2020-12-31T07:51:21Z,2020-12-31T07:51:21Z
9,2021-01-01T07:34:22Z,2021-01-21T12:54:30Z,9,2020-12-29T22:40:47Z,2021-01-07T21:00:24Z
10,2021-01-01T08:44:52Z,2021-01-23T20:34:46Z,10,2020-12-27T21:36:25Z,2021-01-16T14:17:18Z
11,2021-01-01T17:59:56Z,2021-01-11T16:25:13Z,11,2021-01-01T08:16:01Z,2021-01-01T08:16:01Z
12,2021-01-01T11:39:27Z,2021-01-15T08:47:50Z,12,2020-12-31T17:47:30Z,2021-01-07T06:00:26Z
13,2021-01-01T06:43:34Z,2021-01-10T14:04:08Z,13,2020-12-30T02:07:21Z,2020-12-30T02:07:21Z
14,2021-01-01T16:57:04Z,2021-01-11T00:15:45Z,14,2021-01-01T07:18:53Z,2021-01-01T07:18:53Z
15,2021-01-01T17:06:14Z,2021-01-14T21:34:18Z,15,2020-12-30T00:52:20Z,2021-01-11T09:24:47Z
16,2021-01-01T07:47:37Z,2021-01-01T20:39:08Z,16,2020-12-31T20:38:41Z,2020-12-31T20:38:41Z
17,2021-01-01T19:10:14Z,2021-01-08T11:40:30Z,17,2020-12-31T03:39:13Z,2021-01-03T12:02:38Z
18,2021-01-01T14:04:07Z,2021-01-14T21:29:30Z,18,2020-12-30T19:26:30Z,2021-01-02T19:10:06Z
19,2021-01-01T13:47:49Z,2021-01-22T13:11:23Z,19,2020-12-30T19:43:52Z,2021-01-11T07:08:50Z
20,2021-01-01T07:25:53Z,2021-01-02T21:47:16Z,20,2020-12-30T04:35:34Z,2020-12-30T04:35:34Z
21,2021-01-01T09:12:03Z,2021-01-03T16:26:58Z,21,2020-12-31T07:16:23Z,2020-12-31T07:16:23Z
22,2021-01-01T15:05:38Z,2021-01-21T08:12:37Z,22,2020-12-30T22:26:27Z,2021-01-10T11:16:44Z
23,2021-01-01T17:16:00Z,2021-01-14T04:54:21Z,23,2020-12-29T01:02:43Z,2020-12-29T15:35:22Z
24,2021-01-01T06:37:07Z,2021-01-01T12:36:56Z,24,2020-12-30T11:18:48Z,2020-12-30T11:18:48Z
25,2021-01-01T07:50:01Z,2021-01-14T21:49:15Z,25,2020-12-29T19:52:13Z,2021-01-01T21:48:24Z
26,2021-01-01T08:54:31Z,2021-01-11T08:35:04Z,26,2020-12-31T00:49:50Z,2020-12-31T00:49:50Z
27,2021-01-01T09:16:45Z,2021-01-09T06:30:37Z,27,2020-12-30T18:07:10Z,2020-12-30T18:07:10Z
