,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T10:50:35Z,2021-01-08T18:20:04Z,1,2020-12-29T14:23:16Z,2021-01-02T08:31:39Z
2,2021-01-01T05:51:40Z,2021-01-04T06:02:14Z,2,2020-12-30T07:08:02Z,2020-12-30T07:08:02Z
3,2021-01-01T15:34:20Z,2021-01-24T11:34:39Z,3,2020-12-30T10:43:46Z,2021-01-16T22:06:41Z
4,2021-01-01T14:39:13Z,2021-01-10T19:00:42Z,4,2020-12-30T12:20:06Z,2020-12-30T12:20:06Z
5,2021-01-01T18:10:09Z,2021-01-19T21:13:59Z,5,2020-12-31T12:01:45Z,2021-01-03T21:20:35Z
6,2021-01-01T10:20:47Z,2021-01-07T13:48:20Z,6,2020-12-31T14:57:21Z,2020-12-31T14:57:21Z
7,2021-01-01T05:20:27Z,2021-01-15T07:06:18Z,7,2020-12-31T03:26:39Z,2021-01-03T08:22:22Z
8,2021-01-01T06:59:34Z,2021-01-14T13:19:04Z,8,2020-12-28T23:23:16Z,2020-12-31T14:10:41Z
9,2021-01-01T16:34:58Z,2021-01-30T19:01:06Z,9,2021-01-01T16:34:58Z,2021-01-23T15:04:29Z
10,2021-01-01T06:21:45Z,2021-01-08T21:46:54Z,10,2020-12-29T19:18:51Z,2021-01-08T21:46:54Z
11,2021-01-01T05:00:09Z,2021-01-23T13:12:05Z,11,2020-12-28T16:17:34Z,2021-01-13T04:38:19Z
12,2021-01-01T05:07:52Z,2021-01-06T14:32:02Z,12,2020-12-31T17:21:28Z,2020-12-31T17:21:28Z
13,2021-01-01T15:54:16Z,2021-01-08T17:33:27Z,13,2020-12-30T04:28:07Z,2020-12-30T04:28:07Z
14,2021-01-01T07:05:45Z,2021-01-01T13:09:44Z,14,2020-12-30T12:49:17Z,2020-12-30T12:49:17Z
15,2021-01-01T06:50:59Z,2021-01-06T04:12:42Z,15,2020-12-29T19:55:43Z,2020-12-29T19:55:43Z
16,2021-01-01T13:04:22Z,2021-01-21T05:28:56Z,16,2020-12-30T12:39:50Z,2021-01-05T12:38:05Z
17,2021-01-02T23:00:23Z,2021-01-16T04:12:42Z,17,2021-01-01T03:50:27Z,2021-01-04T18:27:02Z
18,2021-01-02T19:20:31Z,2021-02-01T12:36:42Z,18,2020-12-31T23:40:51Z,2021-01-22T11:38:29Z
19,2021-01-02T08:48:29Z,2021-01-23T19:34:51Z,19,2020-12-30T22:59:30Z,2020-12-30T22:59:30Z
20,2021-01-02T04:26:58Z,2021-01-09T14:16:32Z,20,2020-12-30T11:52:19Z,2020-12-30T11:52:19Z
21,2021-01-02T17:35:22Z,2021-01-29T07:14:00Z,21,2021-01-01T19:28:38Z,2021-01-18T04:45:23Z
22,2021-01-02T13:18:05Z,2021-01-16T04:35:23Z,22,2020-12-30T17:27:55Z,2021-01-07T18:02:38Z
23,2021-01-02T18:29:12Z,2021-01-30T05:35:53Z,23,2020-12-31T18:42:13Z,2021-01-14T10:24:11Z
24,2021-01-02T11:18:08Z,2021-01-12T11:38:41Z,24,2020-12-30T21:59:40Z,2021-01-10T09:50:24Z
25,2021-01-02T15:21:34Z,2021-01-07T21:14:33Z,25,2020-12-30T02:48:39Z,2020-12-30T02:48:39Z
26,2021-01-02T06:48:55Z,2021-01-25T07:07:59Z,26,2020-12-29T10:51:17Z,2021-01-11T03:19:09Z
27,2021-01-02T06:08:46Z,2021-01-11T13:07:14Z,27,2020-12-30T16:18:29Z,2020-12-30T16:18:29Z
28,2021-01-02T16:14:50Z,2021-01-13T06:13:53Z,28,2021-01-01T03:01:00Z,2021-01-01T13:35:49Z
29,2021-01-02T07:26:40Z,2021-01-10T12:52:08Z,29,2021-01-01T09:41:24Z,2021-01-01T09:41:24Z
