,DEPOSIT,RETRIEVAL,ID,ORDER_DEPOSIT,ORDER_RETRIEVAL
1,2021-01-01T12:52:10Z,2021-01-18T14:37:10Z,1,2020-12-29T23:54:12Z,2020-12-30T08:53:41Z
2,2021-01-01T14:52:51Z,2021-01-10T16:44:14Z,2,2020-12-30T06:06:33Z,2020-12-30T06:06:33Z
3,2021-01-01T08:16:55Z,2021-01-15T13:29:40Z,3,2020-12-29T20:40:28Z,2020-12-29T20:40:28Z
4,2021-01-01T09:08:25Z,2021-01-09T05:57:48Z,4,2020-12-28T13:11:38Z,2021-01-01T11:16:30Z
5,2021-01-01T08:35:42Z,2021-01-23T06:56:01Z,5,2020-12-30T10:10:21Z,2021-01-12T16:28:52Z
6,2021-01-01T17:10:09Z,2021-01-22T06:13:04Z,6,2020-12-29T17:31:27Z,2021-01-13T03:57:45Z
7,2021-01-01T07:25:00Z,2021-01-07T13:53:38Z,7,2020-12-31T05:23:59Z,2020-12-31T05:23:59Z
8,2021-01-01T17:23:58Z,2021-01-10T19:32:41Z,8,2020-12-28T23:54:20Z,2020-12-28T23:54:20Z
9,2021-01-01T17:10:25Z,2021-01-18T08:52:01Z,9,2020-12-29T01:40:41Z,2021-01-15T19:31:15Z
10,2021-01-01T18:50:37Z,2021-01-19T20:01:15Z,10,2020-12-29T07:04:28Z,2020-12-29T07:04:28Z
11,2021-01-01T19:33:10Z,2021-01-02T14:30:14Z,11,2020-12-30T10:57:21Z,2020-12-31T05:14:13Z
12,2021-01-01T09:31:23Z,2021-01-22T22:02:34Z,12,2021-01-01T09:31:23Z,2021-01-03T06:36:46Z
13,2021-01-01T18:03:27Z,2021-01-06T04:36:20Z,13,2020-12-30T15:18:00Z,2020-12-30T15:18:00Z
14,2021-01-01T17:39:06Z,2021-01-29T18:34:12Z,14,2020-12-31T13:41:30Z,2021-01-15T06:14:10Z
15,2021-01-01T09:50:45Z,2021-01-05T12:34:17Z,15,2020-12-30T11:13:41Z,2021-01-01T20:31:52Z
16,2021-01-01T12:05:44Z,2021-01-23T06:28:24Z,16,2020-12-31T19:13:49Z,2021-01-16T05:23:43Z
17,2021-01-01T08:06:56Z,2021-01-24T19:28:47Z,17,2020-12-31T16:37:48Z,2021-01-10T05:56:50Z
18,2021-01-01T09:13:06Z,2021-01-08T06:52:12Z,18,2020-12-29T05:51:17Z,2020-12-29T05:51:17Z
19,2021-01-01T20:20:51Z,2021-01-19T21:52:25Z,19,2020-12-31T03:52:20Z,2021-01-01T20:12:12Z
20,2021-01-01T13:01:44Z,2021-01-20T16:59:04Z,20,2020-12-30T01:59:59Z,2021-01-15T20:47:39Z
21,2021-01-01T21:39:37Z,2021-01-14T23:55:23Z,21,2020-12-31T15:07:52Z,2021-01-10T06:06:39Z
22,2021-01-01T20:09:31Z,2021-01-09T17:19:55Z,22,2020-12-31T21:32:45Z,2020-12-31T21:32:45Z
23,2021-01-01T00:45:00Z,2021-01-17T06:06:06Z,23,2020-12-30T07:05:55Z,2021-01-06T06:57:10Z
24,2021-01-01T07:59:54Z,2021-01-30T11:18:34Z,24,2020-12-31T08:56:47Z,2021-01-19T01:15:57Z
25,2021-01-01T17:21:24Z,2021-01-16T22:01:35Z,25,2020-12-31T09:50:45Z,2020-12-31T09:50:45Z
26,2021-01-01T08:46:19Z,2021-01-12T06:36:13Z,26,2020-12-30T08:02:57Z,2021-01-08T03:06:13Z
27,2021-01-01T23:36:05Z,2021-01-12T14:29:30Z,27,2020-12-31T12:45:54Z,2020-12-31T12:45:54Z
28,2021-01-01T17:57:48Z,2021-01-03T14:01:04Z,28,2020-12-29T12:46:37Z,2020-12-29T12:46:37Z
29,2021-01-01T07:29:31Z,2021-01-09T14:51:41Z,29,2020-12-28T22:33:25Z,2020-12-28T22:33:25Z
30,2021-01-01T16:41:40Z,2021-01-12T00:29:39Z,30,2020-12-30T10:02:16Z,2020-12-30T10:02:16Z
31,2021-01-01T12:47:34Z,2021-01-10T12:59:15Z,31,2020-12-31T17:51:26Z,2020-12-31T17:51:26Z
32,2021-01-01T15:38:12Z,2021-01-06T07:15:35Z,32,2020-12-28T15:23:20Z,2021-01-01T13:30:00Z
33,2021-01-01T09:38:58Z,2021-01-18T21:53:37Z,33,2020-12-30T07:03:54Z,2021-01-11T22:19:19Z
34,2021-01-01T20:27:47Z,2021-01-23T12:40:32Z,34,2020-12-29T17:45:18Z,2021-01-10T01:50:22Z
35,2021-01-01T18:16:45Z,2021-01-17T07:43:59Z,35,2020-12-31T01:29:41Z,2020-12-31T01:29:41Z
36,2021-01-01T19:50:45Z,2021-01-03T05:37:45Z,36,2020-12-29T21:20:06Z,2020-12-29T21:20:06Z
37,2021-01-01T22:48:18Z,2021-01-14T08:51:38Z,37,2020-12-30T05:13:34Z,2021-01-04T08:54:06Z
38,2021-01-01T06:33:14Z,2021-01-04T06:33:11Z,38,2020-12-29T12:38:44Z,2020-12-29T12:38:44Z
39,2021-01-01T18:22:56Z,2021-01-14T13:20:00Z,39,2020-12-31T02:34:51Z,2021-01-11T01:33:35Z
40,2021-01-01T17:57:33Z,2021-01-17T18:29:19Z,40,2020-12-29T16:36:05Z,2021-01-13T03:25:59Z
41,2021-01-01T04:14:21Z,2021-01-10T12:00:41Z,41,2020-12-30T10:00:59Z,2020-12-30T10:00:59Z
42,2021-01-01T08:16:52Z,2021-01-16T05:44:18Z,42,2020-12-31T17:54:25Z,2021-01-02T14:35:38Z
43,2021-01-01T09:00:25Z,2021-01-17T04:27:42Z,43,2020-12-30T13:50:57Z,2021-01-09T20:47:41Z
44,2021-01-01T20:16:28Z,2021-01-20T20:17:06Z,44,2020-12-30T14:35:36Z,2021-01-15T05:08:52Z
45,2021-01-02T07:11:02Z,2021-01-09T16:41:23Z,45,2020-12-29T22:46:36Z,2020-12-29T22:46:36Z
46,2021-01-02T20:17:35Z,2021-02-03T16:03:43Z,46,2020-12-31T06:55:44Z,2021-01-28T20:53:18Z
47,2021-01-02T20:46:15Z,2021-01-13T13:55:28Z,47,2020-12-31T04:58:54Z,2020-12-31T04:58:54Z
48,2021-01-02T00:10:38Z,2021-01-08T23:18:44Z,48,2020-12-31T00:21:26Z,2020-12-31T00:21:26Z
49,2021-01-02T08:05:17Z,2021-01-03T06:17:34Z,49,2021-01-01T05:28:05Z,2021-01-01T05:28:05Z
50,2021-01-02T06:59:41Z,2021-01-09T12:19:43Z,50,2020-12-30T11:04:35Z,2020-12-30T11:04:35Z
51,2021-01-02T12:15:38Z,2021-01-16T22:33:03Z,51,2020-12-31T14:36:09Z,2021-01-06T12:49:31Z
52,2021-01-02T17:04:07Z,2021-01-07T21:13:10Z,52,2020-12-31T14:16:02Z,2021-01-06T01:42:10Z
53,2021-01-02T07:08:25Z,2021-01-15T07:48:30Z,53,2021-01-01T05:05:32Z,2021-01-01T05:05:32Z
54,2021-01-02T17:11:46Z,2021-01-26T12:26:26Z,54,2020-12-31T17:34:57Z,2021-01-13T15:03:30Z
55,2021-01-02T15:45:38Z,2021-01-06T14:44:45Z,55,2021-01-01T19:06:58Z,2021-01-01T19:06:58Z
56,2021-01-02T16:18:10Z,2021-01-09T20:58:04Z,56,2021-01-01T11:17:13Z,2021-01-01T11:17:13Z
57,2021-01-02T07:27:06Z,2021-01-02T20:52:18Z,57,2021-01-01T08:58:51Z,2021-01-01T08:58:51Z
